Accession Number	Old Classification Number	Title Stroke	Title	Author Stroke	Author	Publisher	Publication Date	Original Title	Summary	Edition	Series	Publication Place	Pages or Duration	Notes	ISBN	Cost	Last Changed	Editor	Verified	Volume	Author Number	Classification Number	Book Type	Format	Media	Translator	Usage	Cataloged Date	Charge	Language
6175		0	The Zondervan Pictorial Encyclopedia of the Bible	0		Zondervan Publishing House	1978					"Grand Rapids, MI"	964p.			0		"Tenney, Merrill C."	FALSE	M-P	TEN	220.3					0		0	英 語
6176		0	The Zondervan Pictorial Encyclopedia of the Bible	0		Zondervan Publishing House	1978					"Grand Rapids, MI"	1093p.			0		"Tenney, Merrill C."	FALSE	Q-Z	TEN	220.3					0		0	英 語
6177		0	Who Is This Jesus?	0	"Green, Michael"	Thomas Nelson Publishers	1991					"Nashvill,TN"	133p.			0			FALSE			232					0		0	英 語
6178		0	"If there's a God, Why are there Atheists?"	0	"Sproul, R.C."	Tyndale House Publishers	1989					"Wheaton, IL"	0			0			FALSE		SPR	239					1		0	英 語
6179		6	回家	0		更生團契	1997					台灣	56m.			0		黃明鎮	FALSE		HUA	243			VR		19		0	國 語
6180		0	Noah and The Very First Rainbow	0	Sunny Griffin	Landoll	1994				Did You Know	美國	0		1569870470	0			FALSE		GRI	PMPB	P				7		0	英 語
6181		0	Jonah and A Very Big Fish	0	Sunny Griffin	Landoll	1994				Did You Know	美國	0		1569870446	0			FALSE		GRI	PMPB	P				2		0	英 語
6182		0	Joseph And The Very Colorful Coat	0	Sunny Griffin	Landoll	1994				Did You Know	美國	0		1569871892	0			FALSE		GRI	PMPB	P				2		0	英 語
6183		0	Jesus And The Very Best Birthday	0	Sunny Griffin	Landoll	1994				Did You Know	美國	0		1569871884	0			FALSE		GRI	PMPB	P				9		0	英 語
6184		0	David And The Very Scary Giant	0	Sunny Griffin	Landoll	1994				Did You Know	美國	0		1569871906	0			FALSE		GRI	PMPB	P				2		0	英 語
6185		0	Daniel And His Very Good Friend	0	Sunny Griffin	Landoll	1994				Did You Know	美國	0		1569870462	0			FALSE		GRI	PMPB	P				5		0	英 語
6186		0	Moses And The Very Special Basket	0	Sunny Griffin	Landoll	1994				Did You Know	美國	0		1569870454	0			FALSE		GRI	PMPB	P				6		0	英 語
6187		0	Miracles By The Sea	0	Ella K. Lindvall	Moody Press	1984					美國	0		909091226	0			FALSE		LIN	PMPB	P				1		0	英 語
6188		0	My Little Memory Verses	0	Brenda C. Ward	Word Publishing	1994					美國	0		849911400	0			FALSE		MAR	PSPB	P				6		0	英 語
6189		0	Born In A Stable	0	Tim Dowley	Moody Press	1988				Moody Bible Storybooks	美國	0		802432387	0			FALSE		DOW	MB					0		0	英 語
6190		0	Stories Jeses Told	0	Tim Dowley	Moody Press	1988				Moody Bible Storybooks	美國	0		802432379	0			FALSE		DOW	MB					0		0	英 語
6191		0	Stories Jesus Told	0	Tim Dowley	Moody Press	1988				Moody Bible Storybooks	美國	0		802432379	0			FALSE		DOW	MB					1		0	英 語
6192		0	Stories Jesus Told	0	Tim Dowley	Moody Press	1988				Moody Bible Storybooks	美國	0		802432379	0			FALSE		DOW	MB					1		0	英 語
6193		0	Noah's Ark and Other Stories	0	Tim Dowley	Moody Press	1988				Moody Bible Storybooks	美國	0		802432395	0			FALSE		DOW	MB					0		0	英 語
6194		0	Jeremiah And The Great Disaster	0	Penny Frank	Lion Publishing	1987					美國	23		856487503	0			FALSE		FRA	PMB					0		0	英 語
6195		0	Joseph The Dreamer	0	Glen Forsberg	Peter Enns	1980				Stories That Live	美國	0			0			FALSE		FOR	MB					0		0	英 語
6196		0	Elijah & The Prophets of BAAL	0	Merly Doney	Multnomah Press	1985					美國			880700432	0			FALSE		DON	MB					0		0	英 語
6197		0	Bible Picture ABC Book	0	Elsie E. Egermeier	Warner Press	1947					美國	0			0			FALSE		EGE	MB					1		0	英 語
6198		0	Peter & The First Christians	0	Meryl Doney	Multnomah Press	1985					美國	0		088070084X	0			FALSE		DON	MB					0		0	英 語
6199		0	The Picture Bible	0	Iva Hoth	David C. Cook Publishing	1978					美國	765		089191501X	0		"C. Elvan Olmstead,Ph.D."	FALSE		HOT	MB					4		0	英 語
6201		0	The Life of Jesus	0	David C. Cook Publishing	David C. Cook Publishing	1986					美國	13		155513579X	0			FALSE		COO	MB					0		0	英 語
6202		0	Two Cities That Burned	0	Lucille B. Golphenee	Arch Book	1983				Quality Religious Books for Children	美國	31		570061687	0			FALSE		GOL	PMB	P				3		0	英 語
6203		0	A Book About Jesus	0	American Bible Society	American Bible Society	1986					美國	79			0			FALSE		AME	MB					0		0	英 語
6204		0	A Book About Jesus	0	Amerian Bible Society	American Bible Society	1986					美國	79			0			FALSE		AME	MB					0		0	英 語
6205		0	Joshua	0	Burl Ives	David C. Cook Publishing	1976				Bible Time Stories Series	美國	31			0			FALSE		IVE	MB	P				0		0	英 語
6206		0	The Beginner's ABC Bible Memory Book	0	V. Gilbert Beers	Questar Publishing	1992					美國	287		945564414	0			FALSE		BEE	MD					1		0	英 語
6207		0	The Beginner's ABC Bible Memory Book	0	V. Gilbert Beers	Questar Publishing	1992					美國	287		945564414	0			FALSE		BEE	MD					8		0	英 語
6208		0	The Tribute	0	Dennis Rainey & David Boehi	Thomas Nelson Publishing	1994					美國	288		840769938	0			FALSE		RAI	JHCL					0		0	英 語
6209		0	Run Baby Run	0	Nicky Cruz & Jamie Buckingham	New Leaf Press	1992					美國	320			0			FALSE		CRU	JB					1		0	英 語
6210		0	Alive 2	0	S. Rickly Christian	Tyndale House Printing	1989					美國	295		842316485	0			FALSE		CHR	SHD					1		0	英 語
6211		0	The Right Way to Eat Spaghetti	0	Bob & Marilyn Donahue	Bob & Marilyn Donahue	1987					美國	94		842355979	0			FALSE		DON	SHCL					0		0	英 語
6212		0	Holy Bible	0	International Children's Bible	World Publishing	1986					美國	960		849908035	0			FALSE		INT	JHB					8		0	英 語
6213		0	The Adventure Bible (NIV Version)	0	O. Richards	Zondervan Bible Publishers	1989					美國	1584		310919150	0			FALSE		RIC	JB					3		0	英 語
6214		0	My Bedtime Storybook	0	V. Gilbert Beers	Thomas Nelson Publishers	1992					美國	352		840791666	0			FALSE		BEE	MB					6		0	英 語
6215		0	My Bedtime Storybook	0	V. Gilbert Beers	Thomas Nelson Publishers	1992					美國	352		840791666	0			FALSE		BEE	MB					10		0	英 語
6216		0	Noah and His Ark	0	Ella K. Lindvall	Moody Press	1982				People  of  the Bile	美國	32		802403964	0			FALSE		LIN	PMPB					2		0	英 語
6217		0	Rough Roads and Rainbows	0	Ann Hibbard	Focus on the Family	1990					美國	0		929608712	0			FALSE		HIB	MD					3		0	英 語
6218		0	The Mission	0		Warner Bros.	1986					美國	0			10			FALSE			246			VR		9		0	英 語
6219	BC10021	0	The Dark Secret of The Ouija	0	Terry Ann Modica	Barbour   & Comp.	1990				Young Reader's Christian Library	美國	218		1557481385	0			FALSE		MOD	MF	FIC				0		0	英 語
6220	BC100181	0	Zaanan:Episode Two: The Dream of Delosar	0	Al Bohl	Barbour & Comp.	1990				Young Reader's Christian Library	美國	216		1557481245	0			FALSE		BOH	MF	FIC				1		0	英 語
6221		0	Zaanan:Episode One: The Fatal Limit	0	Al Bohl	Barbour & Comp.	1990				Young Reader's Christian Library	美國	219		1557481016	0			FALSE		BOH	MF	FIC				1		0	英 語
6222		0	Bobinson Crusoe	0	Daniel Defoe	Barbour & Comp.	1990				Young Reader's Christian Library	美國	216		1557481180	0			FALSE		DEF	MF	FIC				0		0	英 語
6223		0	Elijah	0	Susan Martins Miller	Barbour & Comp.	1990				Young Reader's Christian Library	美國	224		1557482144	0			FALSE		MIL	MB	BIO				0		0	英 語
6224		0	Ruth	0	Kjersti Hoff B'aez	Barbour && Comp.	1990				Young Reader's Christian Library	美國	224		1557481733	0			FALSE		BAE	MB	BIO				0		0	英 語
6225		0	Ben-Hur	0	Dan Larsen	Barbour	1990				Young Reader's Christian Library	美國	206			0			FALSE		LAR	MF	FIC				0		0	英 語
6226		0	Thunder in The Valley-The Life of David Zeisberger	0	Kristi Lorene	Barbour & Comp.	1990				Young Reader's Christian Library	美國	223		1557485518	0			FALSE		LOR	MB	BIO				1		0	英 語
6227		0	The Life of Corrie ten Boom	0	Kjersti Hoff B'aez	Barbour	1990				Young Reader's Christian Library	美國	218		1557481024	0			FALSE		BAE	MB	BIO				1		0	英 語
6228		0	Peer Pressure-Making it work for you	0	Chris Lutes	Campus Life Books	1988					美國	131		842349448	0			FALSE		LUT	JHCL	JF				0		0	英 語
6229		0	The Holy Bible	0	King James	American Bible Society	1989					美國	1020			0			FALSE			SHB					1		0	台 語
6230		0	The Great White Buffalo Adventure	0	Carrie & Renee Minirth	"Educational Publishing Concepts, Inc."	1994				Buffalo Frank Campfire Tales	美國	31		785281088	0			FALSE		MIN	PMPB	P				6		0	英 語
6231		0	Five Minutes 'til Bedtime	0	Andy Rector	The Standard Publishing	1993				Quick-as-a-Wink	美國	32		784701105	0			FALSE		REC	MNF	P				2		0	英 語
6232		0	Jesus Speaks to Everyone-Luke	0		American Bible Society	1992					N.Y.	111			10			FALSE			MB				;	0		0	國 語
6233		0	Jesus Speaks to Everyone-Luke	0		American Bible Society	1992					N.Y.	111			10			FALSE			mb				;	0		0	國 語
6234		0	Jesus Speaks to Everyone-Luke	0		American Bible Society	1992					N.Y.	111			10			FALSE			mb				;	0		0	國 語
6235		0	Jesus Speaks to Everyone-Luke	0		American Bible Society	1992					N.Y.	111			10			FALSE			mb				;	0		0	國 語
6236		0	Jesus Speaks to Everyone-Luke	0		American Bible Society	1992					N.Y.	111			10			FALSE			mb				;	0		0	國 語
6237		0	Jesus Speaks to Everyone-Luke	0		American Bible Society	1992					N.Y.	111			10			FALSE			mb				;	0		0	國 語
6239		0	Barney Bear	0		Barbour Christian Comic	1989				Kiddies Christian Comis	美國	0			0			FALSE			PMPB	P				3		0	英 語
6240		6	永永遠遠—兒童聖經	11	麥寶琳等	國際聖經協會	1992					香港	352			0		麥寶琳等	FALSE		MAI	SHB					3		0	國 語
6241		6	永永遠遠—兒童聖經	11	麥寶琳等	國際聖經協會	1992					香港	352			0		麥寶琳等	FALSE		MAI	SHB					2		0	國 語
6242		0	101 Hymn Stories (1)	0	Kenneth W.Osbeck	Kregel Publications	1982					美國	288		825434165	0			FALSE	1	OSB	257	HYM				5		0	英 語
6243		0	101 Hymn Stories (2)	0	Kenneth W.Osbeck	Kregel Publications	1982					美國	324		825434203	0			FALSE	2	OSB	257	HYM				2		0	英 語
6244		0	Amazing Grace-366 Inspiring Hymn Stories for Daily Devotions	0	Kenneth W.Osbeck	Kregel Publications	1990					美國	396		825434203	0			FALSE		OSB	257	HYM				3		0	英 語
6245		0	The Hymn for Young Christians	0		"F.E.L.Publications, Ltd."	1970					U.S.A.	186			0			FALSE			JHH	HYM				0		0	英 語
6246		11	從福音書再思神的醫治	0	"Martin, George"	亞洲歸主香港分會	1982	Healing-Reflections on Gospel			傳真叢書	香港	45p.			0			FALSE		MAR	237.3				翻譯小組	2		0	國 語
6247		0	Faith That Works	0	"Fickett, Harold L. Jr."	G/L Publications	1972					"Glendale, CA"	176p.			0			FALSE		FIC	227.9307					0		0	英 語
6248		0	Beauty Care for The Tongue	0	Leroy Koopman	The Zondervan	1974					"Gand Rapids, Michigan"	99p.			0			FALSE		KOO	248.2094					0		0	英 語
6249		0	Do You Know Who You Are?	0	"Huron, Rod"	The Standard Publishing	1976					"Cincinnati, OH."	96p.			0			FALSE		HUR	248.2					0		0	英 語
6250		0	what Is God Like?	0	"Price, Eugenia"	Zondervan	1976					"Grand Rapids, MI."	143p.			0			FALSE		PRI	248.2					0		0	英 語
6251		0	Steps to Christ	0		Inspirations Books	1977					"Phoenix, AZ."	89p.			0			FALSE			248.1					0		0	國 語
6252		0	Born to Grow	0	"Richards, Larry"	Victor Books	1976					"Wheaton, IL."	143p.			0			FALSE		RIC	248.2					0		0	英 語
6253		0	Know what You Believe	0	"Little, Paul E."	Victor Books	1976					"Wheaton, IL"	192p.			0			FALSE		LIT	243					1		0	英 語
6254		0	Find Out For Yourself	0	"Price, Eugenia"	Zondervan	1963					"Grand Rapids, MI"	120p.			0			FALSE		PRI	248.2					1		0	英 語
6255		0	The Bible Says	0	"Gray, James M."	The Moody Bible Institute	1965				A  Moody Correspondence Couse	"Wheaton, IL"	136p.			0			FALSE		GRA	248.094					0		0	英 語
6256		0	What Really Happened to the DINOSAURS?	0	John Morris & Ken Ham	Master Books	1992					美國	31		890511594	0			FALSE		MOR	MNF	P				7		0	英 語
6257		0	Sammy's Fantastic Journeys With the Early Heroes of the Bible	0	Daniel J. Hochstatter	"Educational Publishing Concepts, Inc."	1991					美國	0		840791615	0			FALSE		HOC	MNF	P				13		0	英 語
6258		0	Dinosaurs by Design	0	Duane T. Gish	Creation-Life Publishers	1992					美國	88		890511659	0			FALSE		GIS	MNF					12		0	英 語
6259		0	In Search of Righteous Radicals	0	Keren Mezek	Harvest House Publishers	1956					美國			890819866	0			FALSE		MEZ	MNF					6		0	英 語
6260		0	The Biginner's Bible	0	Karyn Henley	International Bible Society	1992					美國	525		945564317	0			FALSE		HEN	PMB					16		0	英 語
6261		0	Sing A Song of Gladness	0	Candace Clayton	ARCH  Books	1974					美國	0		570060877	0			FALSE		CLA	MD					0		0	英 語
6262		0	The Beggar's Greatest Wish	0	Alyce Bergey	ARCH Books	1969					美國	0		570060400	0			FALSE		BER	PMF					1		0	英 語
6263		0	With My Whole Heart	0	Frances Dunlap Heron	Donnelley & Sons Comp.	1943					美國	50			0			FALSE		HER	PMF					0		0	英 語
6264		0	God Made Chickens	0	Marian Bennett	Standard Publishing Comp.	1985					美國			872398749	0			FALSE		BEN	PMNF					4		0	台 語
6265		0	God Made Chickens	0	Marian Bennett	Standard Publishing Comp.	1985					美國			872398749	0			FALSE		BEN	PMNF					2		0	國 語
6266		0	Prayers for Little People	0	Sarah Fletcher	Concordia Publishing House	1974					美國	0		570034299	0			FALSE		FLE	PMD					0		0	英 語
6267		0	O Happy Day!	0	Walter Wangerin Jr.	ARCH Books	1975					美國	0		570060931	0			FALSE		WAN	PMD					1		0	英 語
6268		0	I Learn to Read About Jesus	0	Jane Belk Moncure	Standard Publishing	1983					美國	128		872396606	0			FALSE			PSB					11		0	英 語
6269		0	Ryan and The Circus Wheels	0	Joni Eareckson Tada	David C. Cook Publishing	1988					美國	0		1555131549	0			FALSE		TAD	PMF					2		0	英 語
6270		0	The Little Drummer Boy	0	Katherine Davis	Scholastic Book Services	1968					美國	0		590118684	0			FALSE		DAV	PSH					0		0	英 語
6271		0	Let's Talk About Heaven	0	Debby Anderson	David C. Cook	1991					巴西	32		1555135315	0			FALSE		AND	PMD					9		0	英 語
6272		0	ABC's of The Bible	0	David Graf	The Reader's Digest Association	1991					美國	336		895773759	0			FALSE		GRA	SHB					0		0	英 語
6273		11	敏熙的歌	11	敏熙	聖樂俱樂部	1984					台灣	0			0			FALSE		CHE	257.2			AC		4		0	台 語
6274		11	敏熙的歌	11	敏熙	聖樂俱樂部	1984					台灣	0			0			FALSE		CHE	257.2			AC		3		0	國 語
6275		11	敏熙的歌	11	敏熙	聖樂俱樂部	1984					台灣	0			0			FALSE		CHE	257.2			AC		4		0	國 語
6276		15	劉銘侮見證集#1/7	15	劉銘侮	unknown	1990					unknown	0			0			FALSE	1	LIU	245			AC		10		0	國 語
6277		15	劉銘侮見證集#2/7	15	劉銘侮	unknown	1990					unknown	0			0			FALSE	2	LIU	245			AC		7		0	國 語
6278		15	劉銘侮見證集#3/7	15	劉銘侮	unknown	1990					unknown	0			0			FALSE	3	LIU	245			AC		8		0	國 語
6279		15	劉銘侮見證集#4/7	15	劉銘侮	unknown	1990					unknown	0			0			FALSE	4	LIU	245			AC		5		0	國 語
6280		15	劉銘侮見證集#5/7	15	劉銘侮	unknown	1990					unknown	0			0			FALSE	5	LIU	245			AC		6		0	國 語
6281		15	劉銘侮見證集#6/7	15	劉銘侮	unknown	1990					unknown	0			0			FALSE	6	LIU	245			AC		5		0	國 語
6282		15	劉銘侮見證集#7/7	15	劉銘侮	unknown	1990					unknown	0			0			FALSE	7	LIU	245			AC		5		0	國 語
6283		9	宣教士見證(1)	0	"Wilson, Christy"	長島豐盛生命教會	1995					"Long Island, NY"	0			0			FALSE	1	WIL	267.1			AC		2		0	英中
6284		9	宣教士見證(2)	0	"Wilson, Christy"	長島豐盛生命教會	1995					"Long Island, NY"	0			0			FALSE	2	WIL	267.1			AC		2		0	英中
6285		8	兒童歡唱(44)	8	林森南路國語禮拜堂兒童詩班	主日學	1990					台灣	0			0			FALSE	44	LIN	257.2			AC		3		0	國 語
6286		8	兒童歡唱(22)	9	信義會內湖教會兒童詩班	主日學	1990					台灣	0			0			FALSE	22	XIN	257.2			AC		3		0	國 語
6287		4	心	4	王芷蕾	天韻	1995					台灣	0			0			FALSE		WAN	257.2			AC		9		0	國 語
6288		11	教會事工座談	11	許宗實	紐約新城歸正教會	1995					紐約	0			0			FALSE		HSU	255			AC		0		0	台 語
6289		15	劉瑞賢台語聖歌獨唱集	15	劉瑞賢	劉瑞賢	1990					台灣	0			0			FALSE		LIU	257.2			AC		2		0	台 語
6290		11	婚姻與家庭(1)	7	李秀全、林靜芝	紐約夏令會	1987					紐約	0			0			FALSE	1	LEE	249.1			AC		3		0	國 語
6291		11	婚姻與家庭(2)	7	李秀全、林靜芝	紐約夏令會	1987					紐約	0			0			FALSE	2	LEE	249.1			AC		7		0	國 語
6292		11	婚姻與家庭(3)	7	李秀全、林靜芝	紐約夏令會	1987					紐約	0			0			FALSE	3	LEE	249.1			AC		7		0	國 語
6293		11	婚姻與家庭(4)	7	李秀全、林靜芝	紐約夏令會	1987					紐約	0			0			FALSE	4	LEE	249.1			AC		6		0	國 語
6294		11	婚姻與家庭(5)	7	李秀全、林靜芝	紐約夏令會	1987					紐約	0			0			FALSE	5	LEE	249.1			AC		4		0	國 語
6295		11	婚姻與家庭(6)	7	李秀全、林靜芝	紐約夏令會	1987					紐約	0			0			FALSE	6	LEE	249.1			AC		4		0	國 語
6296		6	永結生命的情緣(上)	17	簡春安	張老師	1995					台灣	0			0			FALSE	1	JIA	249.13			AC		21		0	國 語
6297		6	永結生命的情緣(下)	17	簡春安	張老師	1995					台灣	0			0			FALSE	2	JIA	249.13			AC		20		0	國 語
6298		13	頌讚、尊貴、榮耀	4	天韻詩班	以琳	1994					台灣	0			0			FALSE		TIA	257.2			AC		9		0	國 語
6299		9	為中國民族與列邦	4	天韻詩班	以琳	1992					台灣	0			0			FALSE		TIA	257.2			AC		4		0	國 語
6300		7	我的信仰歷程(1/2)	14	遠志明	Unknown	1990					美國	0			0			FALSE	1	YUA	245			AC		10		0	國 語
6301		7	我的信仰歷程(2/2)	14	遠志明	Unknown	1990					美國	0			0			FALSE	2	YUA	245			AC		10		0	國 語
6302		11	基督是主(1上)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	1上	MEN	257.2			AC		6		0	國 語
6303		11	基督是主(2上)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	2上	MEN	257.2			AC		8		0	國 語
6304		11	基督是主(3上)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	3上	MEN	257.2			AC		7		0	國 語
6305		11	基督是主(4上)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	4上	MEN	257.2			AC		6		0	國 語
6306		11	基督是主(5上)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	5上	MEN	257.2			AC		4		0	國 語
6307		11	基督是主(8上)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	8上	MEN	257.2			AC		3		0	國 語
6308		11	基督是主(3下)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	3下	MEN	257.2			AC		3		0	國 語
6309		11	基督是主(4下)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	4下	MEN	257.2			AC		2		0	國 語
6310		11	基督是主(5下)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	5下	MEN	257.2			AC		2		0	國 語
6311		11	基督是主(6下)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	6下	MEN	257.2			AC		4		0	國 語
6312		11	基督是主(6上)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	6上	MEN	257.2			AC		4		0	國 語
6313		11	基督是主(7)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	7	MEN	257.2			AC		4		0	國 語
6314		11	基督是主(8下)	7	門徒合唱團	門徒影視	1990					台灣	0			0			FALSE	7	MEN	257.2			AC		3		0	國 語
6315		19	羅馬書(Ch.1-2)	4	王守仁	紐約新城歸正教會	1990					紐約	0			0			FALSE	1	WAN	227.1071			AC		9		0	台 語
6316		19	羅馬書(Ch.3-4)	4	王守仁	紐約新城歸正教會	1990					紐約	0			0			FALSE	2	WAN	227.1071			AC		6		0	台 語
6317		19	羅馬書(Ch.6)	4	王守仁	紐約新城歸正教會	1990					紐約	0			0			FALSE	4	WAN	227.1071			AC		8		0	台 語
6318		19	羅馬書(Ch.5)	4	王守仁	紐約新城歸正教會	1990					紐約	0			0			FALSE	3	WAN	227.1071			AC		8		0	國 語
6319		11	基督的身體	4	王守仁	紐約新城歸正教會	1990					紐約	0			0			FALSE		WAN	227.1071			AC		1		0	台 語
6320		6	成為基督的肢體	4	王守仁	紐約新城歸正教會	1990					紐約	0			0			FALSE		WAN	227.1071			AC		0		0	台 語
