Accession Number	Old Classification Number	Title Stroke	Title	Author Stroke	Author	Publisher	Publication Date	Original Title	Summary	Edition	Series	Publication Place	Pages or Duration	Notes	ISBN	Cost	Last Changed	Editor	Verified	Volume	Author Number	Classification Number	Book Type	Format	Media	Translator	Usage	Cataloged Date	Charge	Language
5998		0	Be a Better Parent	0	"Kern, Mary Margaret"	The  Westmister Press	1979					"Philadelphia, PA"	160p.			0			FALSE		KER	249.14					0		0	英 語
5999		0	The Battle for Family	0	"LaHaye, Tim"	Fleming H. Revell Co.	1982					"Old Tappan, New Jersey"	249p.			0			FALSE		LAH	249.1					0		0	英 語
6000		0	Things that go Bump in the Night	0	"Warren, paul & Minirth Frank"	Thomas Nelson Publishers	1992					"Nashville, TN"	284p.			0			FALSE		WAR	249.14					0		0	英 語
6001		0	Straight Talk	0	"Dobson, James C."	Word	1991					"Dallas, TX"	237p.			0			FALSE		DOB	249.1					1		0	英 語
6002		0	What My Parents Did Right	0	Gaither Gloria	Star Song	1991					"Nashville, TN"	263p.			0			FALSE		GAI	249.14					2		0	英 語
6003		0	The Key to Your Child's Heart	0	"Smalley, Gary"	Word	1984					Dallas TX	176p.			0			FALSE		SMA	249.14					0		0	英 語
6004		0	52 Simple Ways to Teach Your Child  about God	0	"Temple, Todd"	Oliver-Nelson	1991					Nashville TN	144p.			0			FALSE		TEM	248					1		0	英 語
6005		0	I'm Glad You Asked That...	0	"Bennett, Rita"	Fleming H. Revell Co.	1983					"Old Tappam, NJ"	167p.			0			FALSE		BEN	249.132					1		0	英 語
6006		0	Together at Home	0	"Merril, Dean & Grace"	Focus on the  Family	1985					"Colorado Springs, CO"	186p.			0			FALSE		MER	249.14					0		0	英 語
6007		0	Helping Your Kids Handle Stress	0	"Wright, H.Norman"	Here's life	1990					San Bernardino CA	124p.			0			FALSE		WRI	250.11					1		0	英 語
6008		0	Almost Twelve	0	"Taylor, Kenneth N."	Tyndale	1968					Wheaton IL	64p.			0			FALSE		TAY	249.141					0		0	英 語
6009		0	Dare to Discipline	0	"Dobson, James C."	Tyndale	1970					Whteaton IL	198p.			0			FALSE		DOB	249.14					0		0	英 語
6010		0	Loneliness: Living Between the Times	0	"Potts, Nancy"	Victor  Books	1978					"Wheaton, IL"	120p.			0			FALSE		POT	240.2					0		0	英 語
6011		0	Building Your Mate's Self-Esteem	0	"Rainey, Dennis & Barbara"	Here's Life	1986					"San Bernardino, CA"	254p.			0			FALSE		RAI	249.13					0		0	英 語
6012		0	Little House on the Freeway	0	"Kimmel, Tim"	Multnomah Press	1987					"Portland, Oregon"	223p.			0			FALSE		KIM	249.1					0		0	英 語
6013		0	Youth Today	0	"Saffen, Wayne"	Fortress Press	1971					"Philadelphia, PA"	156p.			0			FALSE		SAF	250.12					0		0	英 語
6014		0	Bringing Your Teen Back to God	0	"Laurent, Robert"	LifeJourney Books	1991					"Elgin, IL"	176p.			0			FALSE		LAU	249.14					0		0	英 語
6015		0	How to live with Your Parents Without losing Your Mind!	0	"Davis, Ken"	Zondervan Pubilshing House	1988					"Grand Rapids, MI"	160p.			0			FALSE		DAV	249.14					3		0	英 語
6016		0	Always Daddy's Girl	0	"Wright, H. Norman"	Regal Books	1989					"Ventura, CA"	283p.			0			FALSE			249.14					0		0	英 語
6017		0	Men of Science/Men of God	0	"Morris, Henry M."	Master Books	1988					"El Cajon, CA"	107p.			0			FALSE		MOR	245					2		0	英 語
6018		0	When Can I Say I Love You?	0	"Rice, Max & Vivian"	Moody Press	1977					"Chiacgo, IL"	91p.			0			FALSE		RIC	249.11					3		0	英 語
6019		0	Mere Christianity																											
																														
"Mere Christianity"""	0	"Lewis, C.S."	Macmillian Publishing Co.	1952					"New York , NY"	190p.			0			FALSE		LEW	239					4		0	英 語			
6020		0	The Abolition of Man																											
																														
"Mere Christianity"""	0	"Lewis, C.S."	Macmillian Publishing Co.	1955					"New York , NY"	121p.			0			FALSE		LEW	243					6		0	英 語			
6021		0	The Screwtape Letters																											
																														
"Mere Christianity"""	0	"Lewis, C.S."	Macmillian Publishing Co.	1961					"New York , NY"	172p.						FALSE		LEW	243					6		0	英 語			
6022		0	Miracles																											
																														
"Mere Christianity"""	0	"Lewis, C.S."	Macmillian Publishing Co.	1960					"New York , NY"	172p.						FALSE		LEW	243					3		0	英 語			
6023		0	The Problem of Pain																											
																														
"Mere Christianity"""	0	"Lewis, C.S."	Macmillian Publishing Co.	1976					"New York , NY"	172p.						FALSE		LEW	248.24					3		0	英 語			
6024		0	Full Assurance-How to know You're Saved	0	"Ironside, H. A."	Moody  Press	1937					"Chicago, IL"	128p.			0			FALSE		IRO	248.1					3		0	英 語
6025		0	The Inner Fire	0	Brown Allen W.	Word Books	1977					"Waco, TX"	101p.			0			FALSE		BRO	248.2					0		0	英 語
6026		0	"Remember, I Love You"	0	"Shedd, Charlie W."	Harper Collins	1990					"San Francisco,CA"	169p.			0			FALSE		SHE	248.13					4		0	英 語
6027		0	Prayer Change Your Life	0	"Tirabassi, Becky"	Thomas Nelson Publishers	1992					"Nahsville, TN"	185p.			0			FALSE		TIR	248.1					3		0	英 語
6028		0	A Layman Looks at the Lord's Prayer	0	"Keller, W. Phillip"	Moody  Press	1976					"Chicago, IL"	155p.			0			FALSE		KEL	226.632					0		0	英 語
6029		0	Pray to Win	0	Boone Pat	G.P. Putnam's Son	1980					"New York, NY"	183p.			0			FALSE		BOO	248.21					3		0	國 語
6030		0	What Happens When Women Pray	0	"Christenson, Evelyn"	Victor Books	1992					"Wheaton, IL"	142p.			0			FALSE		CHR	248.21					0		0	英 語
6031		0	How to Balance Competing time Demands	0	"Sherman, Doug & Hendricks, William"	Navpress	1990					"Colorado Springs, CO"	223p.			0			FALSE		SHE	248					1		0	英 語
6032		0	God Doesn't Play Favorites	0	"Coleman, William"	Baker Book House	1992					"Grand Rapids, MI"	173p.			0			FALSE		COL	248.21					0		0	英 語
6033		0	How to Study the Bible	0	"Braga, James"	Multnomah Press	1982					"Portland, Oregon"	184p.			0			FALSE		BRA	220.61					1		0	英 語
6034		0	God's In Charge Here	0	"Hill, Harold & Harrell, Irene Burk"	Fleming H. Revell Co.	1982					USA	161p.			0			FALSE		HIL	248					0		0	英 語
6035		0	The Practice of Godliness	0	"Bridge, Jerry"	Navpress	1987					"Colorado Springs, CO"	270p.			0			FALSE		BRI	248					1		0	英 語
6036		0	The Institues of Christian Religion	0	"Calvin, John"	Baker Book House	1987					"Grand Rapids, MI"	271p.			0		"Lane, Tony & Osborne, Hilary"	FALSE		CAL	230					3		0	國 語
6037		0	A Layman's Guide to Interpreting the Bible	0	"Henrichsoen, Walter A."	Navpress	1979					"Colorado Springs, CO"	231p.			0			FALSE		HEN	220.61					0		0	英 語
6038		0	What New Christians Ought to Know and Do	0	"Tey, David Hock"	Campus Crusade Asia Limited	1990					Singapore	56p.			0			FALSE		TAY	248					0		0	英 語
6039		0	Spirit-Controlled Temperament	0	LaHaye Tim	Tyndale House	1967					"Wheaton, IL"	141p.			0			FALSE			249.5					0		0	英 語
6040		0	I Believe-A Christian Faith for Youth	0	"Harner, Nevin C."	The Christian Education Press	1980					"Philadelphia, PA"	127p.			0			FALSE		HAR	243.1					0		0	英 語
6041		0	When God Doesn't Make Sense	0	"Dobson, James"	Tyndale House Publishers	1993					"Wheaton, IL"	251p.			0			FALSE		DOB	248.2					3		0	英 語
6042		0	The Quest for Serenity	0	"Morling, G.H."	Word Pubilshing	1989					"Dallas, TX"	96p.			0			FALSE		MOR	248.2					0		0	英 語
6043		0	How to change Your Spouse	0	"Wright, H.Norman & Oliver, Gary"	Servant Publications	1994					"An  Arbor, MI"	286p.			0			FALSE		WRI	249.13					0		0	英 語
6044		0	Renewing YOur Spiritual Passion	0	"MacDonald, Gordon"	Oliver-Nelson Books	1989					"Nashville, TN"	239p.			0			FALSE		MAC	248.2					1		0	英 語
6045		0	How to Be A Motivated Christian	0	"Briscoe, Stuart"	Victor Books	1987					"Wheaton, IL"	166p.			0			FALSE		BRI	248.2					0		0	英 語
6046		0	Mere Christianity																											
																														
"Mere Christianity"""	0	"Lewis, C.S."	Macmillian Publishing Co.	1952					"New York , NY"	190p.			0			FALSE		LEW	239					6		0	英 語			
6047		0	In His Steps	0	"Sheldon, Charles M."	"Barbour and Company, Inc."	1985					Westwood NJ	242p.			0			FALSE		SHE	248.2					1		0	英 語
6048		0	How to Know You're Saved	0	"Cole, Donald C."	Moody Press	1988					"Chicago, IL"	64p.248.1			0			FALSE			248.1					0		0	英 語
6049		0	The Bondage Breaker	0	"Andesson, Neil T. & Park, Dave"	Harvest House Pubilshers	1993					"Eugene, Oregon"	228p.			0			FALSE		AND	248.2					1		0	英 語
6050		0	Not Just any Man	0	"Logan, Jennifer"	Word publishing	1989					"Dallas, TX"	192p.			0			FALSE		LOG	249.11					1		0	英 語
6051		0	But That I Can't Believe!	0	"Robinson, John A.T."	Meridian Books	1970					"Cleveland, OH"	170p.			0			FALSE			248					0		0	英 語
6052		0	Now that You're an Elder	0	"Vanderwell, Howard D."	R.C. Law & Co.	1990					"fullerton, CA"	64p.			0			FALSE		VAN	254					0		0	英 語
6053		0	Now that You're an Elder	0	"Vanderwell, Howard D."	R.C. Law & Co.	1990					"fullerton, CA"	64p.			0			FALSE		VAN	254					0		0	英 語
6054		0	There's No Place Like Home	0	"MacDonald, Gordon"	Tyndale House Publishers	1990					"Wheaton, Il"	305p.			0			FALSE		MAC	249.1					1		0	英 語
6055		0	"Dear God, I'm Divorced"	0	"Thrash, Sara Arline"	Baked Book House	1991					"Grand Rapids, MI"	101p.			0			FALSE		THR	249.15					0		0	英 語
6056		0	Morning By Morning	0	"spurgeon, C.H."	Baker Book House	1975					"Grand Rapids, MI"	368p.			0			FALSE		SPU	242					0		0	英 語
6057		0	Morning By Morning	0	"spurgeon, C.H."	Baker Book House	1975					"Grand Rapids, MI"	368p.			0			FALSE		SPU	242					2		0	國 語
6058		0	Morning By Morning	0	"spurgeon, C.H."	Baker Book House	1975					"Grand Rapids, MI"	368p.			0			FALSE		SPU	242					1		0	國 語
6059		0	Morning By Morning	0	"spurgeon, C.H."	Baker Book House	1975					"Grand Rapids, MI"	368p.			0			FALSE		SPU	242					0		0	國 語
6060		0	Morning By Morning	0	"spurgeon, C.H."	Baker Book House	1975					"Grand Rapids, MI"	368p.			0			FALSE		SPU	242					0		0	國 語
6061		0	Morning By Morning	0	"spurgeon, C.H."	Baker Book House	1975					"Grand Rapids, MI"	368p.			0			FALSE		SPU	242					0		0	國 語
6062		0	Morning By Morning	0	"spurgeon, C.H."	Baker Book House	1975					"Grand Rapids, MI"	368p.			0			FALSE		SPU	242					0		0	國 語
6063		0	When You Can't Come Back	0	"Dravecky, Dave & Jan with Ken Gire"	Zondervan Publishing House	1992					"Grand Rapids, MI"	198p.			0			FALSE		DRA	248.2					0		0	英 語
6064		0	The Two sides of Love	0	"Smalley, Gary & Trent, John"	Focus on The Family	1990					"Colorado Springs, CO"	181p.			0			FALSE		SMA	249					4		0	英 語
6065		0	God With Us	0	"MacArthur, John F. Jr."	Zondervan Publishing House	1989					"Gand Rapids, MI"	143p.			0			FALSE		MAC	263.3					1		0	英 語
6066		0	Living Above The Level of Mediocrity	0	"Swindoll, Charles R."	Word Publishing	1989					"Dallas, TX"	299p.			0			FALSE		SWI	248.2					1		0	英 語
6067		0	Prayers for Little People	0	"Fletcher,Sarah"	Concordia Publishing House	1974	Prayers for Little People				美國	0			0			FALSE		FLE		P				1		0	英 語
6069		7	更 新	15	蔡 茂 堂	新 城	1997				新 城 教 會 退 修 會1997	美國	0			10			FALSE		TSA	248.2	RCCC		AC		4		0	台 語
6070		11	教 會 更 新	15	蔡 茂 堂	新 城	1997				新 城 教 會 退 修 會1997	美國	0			10			FALSE		TSA	248	RCCC		AC		3		10	台 語
6071		11	婚 姻 更 新	15	蔡 茂 堂	新 城	1997				新 城 教 會 退 修 會 1997	美國	0			10			FALSE		TSA	249.13	RCCC		AC		5		10	台 語
6072		10	個 人 更 新 及 見 證	15	蔡 茂 堂	新 城	1997				新 城 教 會 退 修 會 1997	美國	0			10			FALSE		TSA	248.2	RCCC		AC		6		0	台 語
6073		9	神 與 更 新	15	蔡 茂 堂	新 城	1997				新 城 教 會 退 修 會 1997	美國	0			10			FALSE		TSA	248.2	RCCC		AC		4		0	台 語
6074		10	浪 子 回 頭	0	"Nouwen, J.M."	校 園	1997	The Return of the Prodigal Son				台 灣	183p.			0			FALSE		NOU	248.2				徐 成 德	8		0	國 語
6075		19	禱 告— 改 變 家 庭 與 社 會 的 力 量	0	"LaHaye,Beverly"	校 園	1997	Prayer:God's Comfort for Today's Family				台 灣	180p.			0			FALSE		LAH	248.21				黃 子 犀	4		0	國 語
6076		9	苦 難 中 得 安 慰	0	"Elliot, Elisabeth"	學 園	1996	A path Through Suffering				台 灣	226p.			0			FALSE		ELL	248.24				黃 莉 莉	20		0	國 語
6077		18	舊 約 英 雄 本 色	8	吳 獻 章	天 恩	1997					台 灣	246p.			0			FALSE		WU	220.92					3		0	國 語
6078		9	相 遇 在 永 恆	12	張 敏 等	校 園	1997				海 外 校 園 叢 書	台 灣	284p.			0			FALSE		ZHA	245					35		0	國 語
6079		0	Moody	0		A Quadrus Release	1990					USA	57m.			0			FALSE			267	BIO		VR		3		0	英 語
6080		0	Fanny Crosby	0		Ken Anderson Films	1989					"Winona Lake, Indiana"	90m.			0			FALSE			267					3		0	英 語
6081		0	Hudson Taylor	0		Ken Anderson Films	1989					"Winona Lake, Indiana"	85m.			10			FALSE			267			VR		6		0	英 語
6082		0	Spin	0		Broadman & Holman Publishers	1993				Secret Adventure	"Nashville, TN"	0			0			FALSE			248.2			VR		5		0	英 語
6083		0	The Cross and the Switchblade	0		"Gateway Films, Vision Video"	1973					"Worcester,PA"	105m.			0			FALSE			266			VR		3		0	英 語
6084		0	Revelation Illustrated	0		Revelation Productions	1992					"North Huntingdon, PA"	60m.			0			FALSE			228			VR		5		0	英 語
6085		0	Without Reservation	0		Mar.Hill Productions	1990					"Stfford, TX"	25m.			0			FALSE			248.2			VR		2		0	英 語
6086		0	Molder of Dreams	0		Focus on the Family	1993					"colorado Springs, CO"	94m.			0			FALSE			245			VR		5		0	英 語
6087		0	Making A Difference	0	"Wright, H.Norman"	Priority  1 Publishing	1990				Survival Guide For Adults	Dallas TX	26m.			0			FALSE		WRI	248			VR		0		0	英 語
6088		0	Why Do Bad Things Happen?	0	"Wright, H.Norman"	Priority  1 Publishing	1990				Survival Guide For Adults	Dallas TX	32m.			0			FALSE		WRI	248			VR		1		0	英 語
6089		0	When Anger Hits Home!	0	"Wright, H.Norman"	Priority  1 Publishing	1990				Survival Guide For Adults	Dallas TX	30m.			0			FALSE		WRI	248			VR		2		0	英 語
6090		0	"Overcoming Stress in 5,000 Easy Steps"	0	"Wright, H.Norman"	Priority  1 Publishing	1990				Survival Guide For Adults	Dallas TX	30m.			0			FALSE		WRI	248			VR		0		0	英 語
6091		0	He Said/She Said	0	"Wright, H.Norman"	Priority  1 Publishing	1990				Survival Guide For Adults	Dallas TX	28m.			0			FALSE		WRI	248			VR		0		0	英 語
6092		0	Caught	0		World Wide Pictures	1987					USA	115m.			0			FALSE			245			VR		3		0	英 語
6093		0	Doorways to Danger	0		Gateway Films Vision Video	1990					USA	0			0			FALSE			235			VR		0		0	英 語
6094		9	信 仰 對 話 錄	14	遠 志 明 等	校 園	1997					台 灣	316p.			0			FALSE		YUA	243.3					6		0	國 語
6095		10	破 繭 -內 在 生 命 的 對 話	0	"Hybels, Bill"	校 園	1997	Who You Are when No One's Looking				台 灣	196p.			0			FALSE		HYB	248.2				俞 一菱	9		0	國 語
6096		5	以 弗 所 書 (一)神 終 極 的 心 意	0	"LIoyd-Jones, D. Martyn"	活 泉	1996	God's Ultimate Purpose-A Exposition of Ephesians 1:1-23				美 國	460p.			0			FALSE	1	LIO	227.407				潘 秋 松	3		0	國 語
6097		5	以 弗 所 書 (三)-基 督 那 測 不 透 的 豐 富	0	"LIoyd-Jones, D. Martyn"	活 泉	1996	The Unsearchable Riches of Christ-An Exposition of Ephesians				美 國	287p.			0			FALSE	1	LIO	227.407				鍾 越 娜	6		0	國 語
6098		4	中 國 聖 徒 的 血 跡 腳 蹤	5	史 伯 誠	見 證	1997					美 國	225p.			0			FALSE		SZE	245					4		0	國 語
6099		8	雨 後 的 彩 虹 青 澀 的 少 年	15	蔡 茂 堂	天 梯	1997					美 國	0			0			FALSE		TSA	249			AC		9		0	國 語
6100		13	聖經新辭典下冊（K-Z）	0		天道	1996	New bible dictionary volume 2 (K-Z)				香港	966p.		9622082017	0		吳羅瑜	FALSE	2	IVP	220.3				中國神學研究院	0		0	國 語
6101		13	當 代 神 學 辭 典(上)	0		校 園	1997	New Dictionary of Theology				台 灣	608p.			0		楊 牧 谷	FALSE	1	YAN	230					0		0	國 語
6102		13	當 代 神 學 辭 典(下)	0		校 園	1997	New Dictionary of Theology				台 灣	615p.			0		楊 牧 谷	FALSE	2	YAN	230					0		0	國 語
6103		18	禱 告 的 學 校	0	"Murray, Andrew"	校 園	1994	With Christ in the School of Prayer				台 灣	224p			10			FALSE		MUR	248.21				董 挽 霜 等	16		0	國 語
6104		7	你的思想與你	0	"Radmacher, Earl D."	翻譯中心	1981	You and YOur Thoughts				美國	135p.			0			FALSE		RAD	248.2				左同文；黃宗石	2		0	國 語
6105		12	創 世 記 自 習 指 導	0	"Turnbull, M. Ryerson"	主 日 學	1987	Guide to the Study of Genesis				台 灣	118p.			0			FALSE		TUR	222.11094				方 馬 明 初	7		0	國 語
6106		6	好 心 奶 奶 的 禮 物／賺錢！花錢？	10	孫 越	宇 宙 光	1996				孫 越 叔 叔 的 故 事 大 喇 叭	台 灣	0			0			FALSE	13	SUN	246.1			AC		6		0	國 語
6107		10	時 間 ， 好 貴 ！／ 真 先生與假先生	10	孫 越	宇 宙 光	1996				孫 越 叔 叔 的 故 事 大 喇 叭	台 灣	0			0			FALSE	11	SUN	246.1			AC		6		0	國 語
6108		8	雨 後 的 彩 虹  藍 色 的 幽 谷	15	蔡 茂 堂	天 梯	1997					美國	0			0			FALSE		TSA	249			AC		8		0	國 語
6109		8	雨 後 的 彩 虹  粉 紅 的 迷 思	15	蔡 茂 堂	天 梯	1997					美國	0			0			FALSE		TSA	249			AC		8		0	國 語
6110		0	Blessed Be The Name	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		5		0	英 語
6111		0	Before You Know	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		14		0	英 語
6112		0	I Bow Down/Throne of Grace	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		4		0	英 語
6113		0	Devoted to You/Send Your Spirit	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE		VIN	257.2			CD		6		0	英 語
6114		0	Seek Righteousness/Great Is Your Mercy	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		4		0	英 語
6115		0	Take Our Lives/Save Us Oh God	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		6		0	英 語
6116		0	Hear Our Cry/We Behold You	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		8		0	英 語
6117		0	King of Saints	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		3		0	英 語
6118		0	We Exalt Your Name/HolinessUntoTheLord	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		7		0	英 語
6119		0	Holy&Anointed One/Unto the King	0		Vineyard Music Group	1995				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		12		0	英 語
6120		0	I Believe in Jesus	0		Vineyard Music Group	1997				Touching the Father's Heart	美國	0			10			FALSE			257.2			CD		10		0	英 語
6121		0	You Are God	0		Vineyard Music Group	1997				Touching the Father's Heart	美國				10			FALSE			257.2			CD		8		0	英 語
6122		0	You Are God Songbook	0		Transparency Masters	1997				Touching the Father's heart	美國	10			0			FALSE			257.2			CD		1		0	英 語
6123		0	Don't Check Your Brains At The Door	0	Josh McDowell& Bob Hostetler	Word Publishing	1992				Know What You Believe and Why	美國	194p.			0			FALSE		MCD	243					3		0	英 語
6124		0	Don't Check Your Brains at The Door	0	Josh McDowell& Bob Hostetler	Word Publishing	1992				Know what you believe and why	美國	194p.			0			FALSE		MCD	243					0		0	英 語
6125		0	The Worship Update Newsletter/2nd quarter 1997	0		Vineyard Music Group Publication	1997				The Worship Update Newsletter	美國	0			0			FALSE			257.2					0		0	英 語
6126		9	研經妙法	12	"Vos,Howard F."	種籽出版社	1976					香港	219			0			FALSE		VOS	220.61				柳鎮平	0		0	國 語
6127	A10102-1	3	大光聖經研究圖解	0	Irving L.Jensen	大光	1989	Jensen's Bible Study Charts				台北	153p.			0			FALSE		JEN	220					1		0	國 語
6128		19	證主聖經手冊	0	"F.Davidson,A.M.Stibbs & E.F. Kevan"	福音証主協會	1981	The New Bible Commentary				香港	680			0		范約翰	FALSE		DAV	220.2				吳羅瑜等	2		0	國 語
6129		14	漫畫聖經	17	謝建儀等	國際聖經協會	1995					香港	437		9625130209	0			FALSE		HSI	JHB					18		0	國 語
6130		14	漫畫聖經	17	謝建儀等	國際聖經協會	1995					香港	437p.		9625130209	0			FALSE		HSI	JHB					24		0	國 語
6131		0	"The Teen Study Bible,New International Version"	0		The Zondervan Corp.	1993					美國	1711			0		Jean E. Syswerda	FALSE		RIC	SHB					2		0	英 語
6132		0	The Picture Bible	0		David C. Cook Publishing	1990					美國	765p.			0		C.Elvan Olmstead	FALSE		OLM	MB	P				9		0	英 語
6133		13	新約人物	0		輔僑出版社	1964	New Testament Characters				香港	111p.			0		謝頌羔	FALSE		ZIA	220.92					0		0	國 語
6134		13	雅各的信心	0	Joel C. Gregory	Convention Press	1986	James:Faith Works!				美國	126			0			FALSE		GRE	227.93094					0		0	國 語
6135		9	耶穌的一生	13	楊東川	永望文化事業	1993					台北	130p.			0			FALSE		YAN	226.7					4		0	國 語
6136		16	親愛的耶穌	6	朱世平	國際聖經協會	1996	Dear Jesus				香港	140p.		9625130349	0		白耀華	FALSE		ZHU	226					2		0	國 語
6137		16	親愛的耶穌	6	朱世平	國際聖經協會	1996	Dear Jesus				香港	140p.		9625130349	0		白耀華	FALSE		ZHU	JB					5		0	國 語
6138		24	靈修查經操練	0		海豚出版社	1989					台北	62			0		陳尊德	FALSE		CHE	220.61					2		0	國 語
6139		7	更加豐盛(歌羅西書的信息)	11	陳尊德	中國主日學協會	1983					台北	136p.			0			FALSE		CHE	227.507					0		0	國 語
6140		12	腓立比書講解-喜樂的書信	11	許錦銘	門徒出版社	1987					台北	91p.			0		陳文和	FALSE		HSU	227.507					2		0	國 語
6142		12	飲於能力之源	0	"Tozer,A.W.& Bounds, E.M.& Goforth,J."	宣道	1994	Drinking at the Fountian of Power				香港	206p.			0		滕近輝	FALSE		TOZ	248.2				滕近輝	4		0	國 語
6143		9	姐妹的角色	7	李林靜芝	使者	1987					美國	31p.			0			FALSE		LEE	249.132094					1		0	國 語
6144		13	新紀元答客問	0	"Larson,Bob"	天道	1996	Straight Answers on the New Age			護教叢書	香港	171p.			0			FALSE		LAR	239				徐美珍	5		0	國 語
6145		13	新紀元答客問(續)	0	"Larson,Bob"	天道	1996	Straight Answers on the New Age			護教叢書	香港	171p.			0			FALSE	2	LAR	239				徐美珍	2		0	國 語
6146		14	認識上帝的國	0	"Ladd, George Eldon"	校園	1989	The Gospel of the Kingdom				台灣	140p.			0			FALSE		LAD	231				林千俐	6		0	國 語
6147		5	生命的重整	0	"Packer, J.I."	宣道	1996	Hot Tub Religion				香港	180p.			0			FALSE		PAC	248.2				文逢珍	10		0	國 語
6148		13	遊子的心聲-五十年代留學生的故事	7	何曉東	大光	1985					台灣	76 p.			0			FALSE		HO	245					4		0	國 語
6149		5	他使人夜間歌唱	11	陳終道	宣道	1967					香港	33p.			0			FALSE		CHA	248.2					1		0	國 語
6150		11	教會增長學	8	吳明節	道聲	1978					香港	204p.			0			FALSE		WU	255					0		0	國 語
6151		16	親暱與性(上、下)	8	邱清泰 & 余竹君	家庭更新協會	1996				你濃，我濃	美國				0			FALSE	6	CHI	249.13			AC		5		0	國 語
6152		4	夫婦關係；蝴蝶與水牛	8	邱清泰 & 余竹君	家庭更新協會	1996				你濃，我濃	美國				0			FALSE	1	CHI	249.13			AC		6		0	國 語
6153		6	存款與提款(上、下)	8	邱清泰 & 余竹君	家庭更新協會	1996				你濃，我濃	美國				0			FALSE	2	CHI	249.13			AC		9		0	國 語
6154		10	家世淵源(上、下)	8	邱清泰 & 余竹君	家庭更新協會	1996				你濃，我濃	美國				0			FALSE	3	CHI	249.13			AC		5		0	國 語
6155		13	感受與溝通(上、下)	8	邱清泰 & 余竹君	家庭更新協會	1996				你濃，我濃	美國				0			FALSE	4	CHI	249.13			AC		6		0	國 語
6156		4	化解衝突(上、下)	8	邱清泰 & 余竹君	家庭更新協會	1996				你濃，我濃	美國				0			FALSE	5	CHI	249.13			AC		9		0	國 語
6157		6	合而為一(上、下)	8	邱清泰 & 余竹君	家庭更新協會	1996				你濃，我濃	美國				0			FALSE	7	CHI	249.13			AC		3		0	國 語
6158		13	敬拜與讚美；行動與計劃	8	邱清泰 & 余竹君	家庭更新協會	1996				你濃，我濃	美國				0			FALSE	8	CHI	249.13			AC		4		0	國 語
6159		10	鬼！趕鬼！	15	鄭國治	學園	1989					台灣	44p.			0			FALSE		TEY	235.3					2		0	國 語
6160		8	享受生命	0	"Kaiser,Walter C."	福音閱覽室	1983	Ecclesiastes:Total Life				香港	106p.			0			FALSE		KAI	223.907				詹緯明	2		0	國 語
6161		15	撒種之樂(三)	4	王藍田	恩典	1997					台灣	95p.			0			FALSE		WAN	245					1		0	國 語
6162		0	DC'91 Video Brochure	0		Youth for Christ	1991					USA	12m.			0			FALSE			291			VR		0		0	英 語
6163		0	DC'91 Highlight Video	0		Youth for Christ	1991					USA	38m.			0			FALSE			291			VR		0		0	英 語
6164		9	哈囉！老耶穌	0		伊甸	1997					台灣	0			0			FALSE		YI	257.2			AC		2		0	國 語
6165		12	喜樂詩歌	0		伊甸	1997					台灣	0			0			FALSE		YI	257.2			AC		14		0	國 語
6166		0	Synod Synopsis	0		RCA  Distrbution Center	1997					"Grand Rapids,MI"	0			0		RCA Distribution Center	FALSE		RCA	291			VR		0		0	英 語
6167		0	Family Fife Conference Promotional	0		Family Ministry	1990					"Little Rock, AR"	0			0		Family Life Conference	FALSE			249.1			VR		0		0	英 語
6168		0	Future Tense	0		Mars.Hill	1990					"Stafford,TX"	30m.			0			FALSE			232.6			VR		3		0	英 語
6170		11	野獸年代(上)	0		浸信會	1993					台灣	54m.			0			FALSE			236			VR		5		0	國 語
6171		11	野獸年代(下)	0		浸信會	1993					台灣	54m.			0			FALSE			236			VR		6		0	國 語
6172		0	The Zondervan Pictorial Encyclopedia of the Bible	0		Zondervan Publishing House	1978					"Grand Rapids, MI"	1056p.			0		"Tenney, Merrill C."	FALSE	A-C	TEN	220.3					0		0	英 語
6173		0	The Zondervan Pictorial Encyclopedia of the Bible	0		Zondervan Publishing House	1978					"Grand Rapids, MI"	854p.			0		"Tenney, Merrill C."	FALSE	D-G	TEN	220.3					0		0	英 語
6174		0	The Zondervan Pictorial Encyclopedia of the Bible	0		Zondervan Publishing House	1978					"Grand Rapids, MI"	1015p.			0		"Tenney, Merrill C."	FALSE	H-L	TEN	220.3					0		0	英 語
